OncotreePrimaryDisease,Drug,F-statistic,p-value,Higher in,name,moa,target
Ovarian Epithelial Tumor,BRD-K58299615-001-03-5::2.5::HTS,4.20072451228024,0.040902089886310423,Other Types,Ro-90-7501,,APP
Ovarian Epithelial Tumor,BRD-K58466253-003-14-0::2.5::HTS,9.463477740576373,0.0021995205215740474,Other Types,palmatine-chloride,dopamine synthesis inhibitor,CYP3A4
Ovarian Epithelial Tumor,BRD-K58513245-304-02-7::2.5::HTS,5.327413564306792,0.021378091804977656,Ovarian Epithelial Tumor,pamidronate,bone resorption inhibitor,FDPS
Ovarian Epithelial Tumor,BRD-K58937086-001-01-4::2.5::HTS,6.285071579336852,0.012462125883519906,Ovarian Epithelial Tumor,glutathione-monoisopropyl-ester,lipid peroxidase inhibitor,
Ovarian Epithelial Tumor,BRD-K59204667-001-03-1::2.5::HTS,4.199461883100119,0.04090302180850066,Other Types,DBeQ,ATPase inhibitor,CASP3
Ovarian Epithelial Tumor,BRD-K59317601-001-05-5::2.5::HTS,4.533879566509201,0.033664239113664084,Other Types,MLN0128,mTOR inhibitor,"MTOR, PIK3CA, PIK3CD, PIK3CG"
Ovarian Epithelial Tumor,BRD-K59339270-001-02-6::2.5::HTS,4.192624185532428,0.041064520508103344,Ovarian Epithelial Tumor,AH6809,prostanoid receptor antagonist,"PTGDR, PTGER1, PTGER2, PTGER3"
Ovarian Epithelial Tumor,BRD-K59597909-001-17-6::2.5::HTS,6.706106139695169,0.009864726418007912,Ovarian Epithelial Tumor,phenothiazine,dopamine receptor antagonist,
Ovarian Epithelial Tumor,BRD-K60443845-001-08-6::2.5::HTS,8.154484472103762,0.004461046728187326,Other Types,chlormidazole,fungal lanosterol demethylase inhibitor,
Ovarian Epithelial Tumor,BRD-K60997853-001-02-3::2.5::HTS,5.273455006331014,0.02202132449981916,Other Types,PHA-848125,"CDK inhibitor, growth factor receptor inhibitor","CDK2, CDK4, CDK7, NTRK1"
Ovarian Epithelial Tumor,BRD-K61250553-003-32-2::2.5::HTS,7.797401305594269,0.005410282766203557,Other Types,loperamide,opioid receptor agonist,"CACNA1A, CALM1, OPRD1, OPRK1, OPRM1, POMC"
Ovarian Epithelial Tumor,BRD-K61688984-001-02-9::2.5::HTS,8.532192315689452,0.0036303311243356573,Other Types,RGFP966,HDAC inhibitor,HDAC3
Ovarian Epithelial Tumor,BRD-K62012036-001-14-4::2.44::HTS,6.239320188138873,0.012797584885454585,Ovarian Epithelial Tumor,acitretin,retinoid receptor agonist,"RARA, RARB, RARG, RBP1, RXRA, RXRB, RXRG, STAT3"
Ovarian Epithelial Tumor,BRD-K62304154-001-04-2::2.5::HTS,4.345341841121101,0.037580488514698196,Other Types,deforolimus,mTOR inhibitor,MTOR
Ovarian Epithelial Tumor,BRD-K63068307-001-08-9::2.5::HTS,10.684782277539364,0.0011471909848277822,Other Types,ZSTK-474,PI3K inhibitor,"PIK3CB, PIK3CD, PIK3CG"
Ovarian Epithelial Tumor,BRD-K63828191-003-32-1::2.5::HTS,5.06783246261756,0.024759396238289204,Other Types,raloxifene,"estrogen receptor antagonist, selective estrogen receptor modulator (SERM)","ESR1, ESR2"
Ovarian Epithelial Tumor,BRD-K64538373-001-01-4::2.5::HTS,4.076670243774594,0.043957805427261444,Ovarian Epithelial Tumor,Ro-4987655,MEK inhibitor,MAP2K1
Ovarian Epithelial Tumor,BRD-K64659768-001-12-8::2.5::HTS,5.382494446464581,0.02069962648705447,Ovarian Epithelial Tumor,phthalylsulfathiazole,dihydropteroate synthetase inhibitor,
Ovarian Epithelial Tumor,BRD-K65678996-001-05-5::2.5::HTS,3.938708277434921,0.04768254176808181,Other Types,nefiracetam,"acetylcholine receptor agonist, benzodiazepine receptor agonist",CHRM1
Ovarian Epithelial Tumor,BRD-K65904673-001-01-4::2.5::HTS,4.453594275255191,0.03527070162948143,Ovarian Epithelial Tumor,tandospirone,serotonin receptor agonist,HTR1A
Ovarian Epithelial Tumor,BRD-K66097663-001-01-8::2.5::HTS,4.3585660935245585,0.03727302078112867,Other Types,TMC-353121,RSV fusion inhibitor,
Ovarian Epithelial Tumor,BRD-K66175015-001-09-0::2.5::HTS,5.335812777126052,0.02126365555649812,Other Types,afatinib,EGFR inhibitor,"EGFR, ERBB2, ERBB4"
Ovarian Epithelial Tumor,BRD-K66808046-065-03-7::2.5::HTS,8.161669659086071,0.004443674330675584,Other Types,oxyquinoline,chelating agent,METAP2
Ovarian Epithelial Tumor,BRD-K67102207-236-07-7::2.5::HTS,4.321846900495987,0.03808559929841155,Ovarian Epithelial Tumor,phenylbutyrate,HDAC inhibitor,HDAC1
Ovarian Epithelial Tumor,BRD-K67173685-001-06-9::2.39::HTS,12.753899590354926,0.0003877340954066558,Other Types,4E1RCat,protein synthesis inhibitor,"EIF4E, EIF4G1"
Ovarian Epithelial Tumor,BRD-K67298865-001-09-0::2.5::HTS,7.092527294226066,0.007963718361304368,Other Types,SB-431542,TGF beta receptor inhibitor,"ACVR1C, TGFBR1"
Ovarian Epithelial Tumor,BRD-K68103045-001-02-9::2.5::HTS,12.626243099659954,0.000412578417226865,Ovarian Epithelial Tumor,CGS-20625,"benzodiazepine receptor agonist, GABA benzodiazepine site receptor partial agonist","GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6"
Ovarian Epithelial Tumor,BRD-K68805147-001-01-8::2.5::HTS,4.1857121470493075,0.041230997468334744,Other Types,pafuramidine,DNA synthesis inhibitor,
Ovarian Epithelial Tumor,BRD-K70401845-003-09-6::2.5::HTS,3.9696558808030074,0.04681224484941044,Other Types,erlotinib,EGFR inhibitor,"EGFR, NR1I2"
Ovarian Epithelial Tumor,BRD-K70402238-001-02-8::2.5::HTS,4.010759379412419,0.04569321008955937,Other Types,nexturastat-a,HDAC inhibitor,"HDAC1, HDAC6"
Ovarian Epithelial Tumor,BRD-K71075609-003-01-0::2.5::HTS,7.487534829687174,0.006409939298335432,Other Types,dorzolamide,carbonic anhydrase inhibitor,"CA1, CA12, CA14, CA2, CA4, CA7"
Ovarian Epithelial Tumor,BRD-K71731651-001-04-3::2.5::HTS,4.863290766164357,0.027849966554105442,Other Types,PNU-120596,acetylcholine receptor agonist,CHRNA7
Ovarian Epithelial Tumor,BRD-K71822263-001-03-2::2.5::HTS,4.623774681546149,0.031959208764198076,Other Types,D-Serine,glutamate receptor agonist,"GLRA1, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, SERPINB3"
Ovarian Epithelial Tumor,BRD-K72222507-003-16-8::2.5::HTS,5.123015443313231,0.02399247576561173,Ovarian Epithelial Tumor,quinapril,angiotensin converting enzyme inhibitor,ACE
Ovarian Epithelial Tumor,BRD-K73381542-003-23-4::2.5::HTS,3.9677348068519116,0.046863562707959175,Other Types,phenylephrine,adrenergic receptor agonist,"ADRA1A, ADRA1B, ADRA1D"
Ovarian Epithelial Tumor,BRD-K73383190-001-02-3::2.56::HTS,4.306505462470862,0.038450512903296485,Other Types,C646,histone acetyltransferase inhibitor,EP300
Ovarian Epithelial Tumor,BRD-K73391359-003-10-2::2.5::HTS,8.977000469345207,0.002856360362211672,Other Types,dimethisoquin,local anesthetic,
Ovarian Epithelial Tumor,BRD-K73397362-001-06-6::2.5::HTS,4.081282069467177,0.04384853791169025,Other Types,purmorphamine,smoothened receptor agonist,SMO
Ovarian Epithelial Tumor,BRD-K74186897-001-12-4::2.5::HTS,6.0203448313502035,0.014465144187995856,Ovarian Epithelial Tumor,cytisine,acetylcholine receptor agonist,"CHRNA2, CHRNA3, CHRNA4, CHRNA6, CHRNA7, CHRNB2, CHRNB4"
Ovarian Epithelial Tumor,BRD-K74603273-003-01-1::2.5::HTS,4.566307182135192,0.033045712170172346,Other Types,"ICI-118,551",adrenergic receptor antagonist,"ADRB2, ADRB3"
Ovarian Epithelial Tumor,BRD-K74765201-001-16-7::0.25::HTS,5.720322438045866,0.01709738721985515,Ovarian Epithelial Tumor,tomelukast,leukotriene receptor antagonist,CYSLTR1
Ovarian Epithelial Tumor,BRD-K76805682-001-15-9::2.5::HTS,4.1670669903630735,0.04168697055576014,Ovarian Epithelial Tumor,SB-415286,glycogen synthase kinase inhibitor,"GSK3A, GSK3B, RPS6KB1"
Ovarian Epithelial Tumor,BRD-K76811153-003-01-3::2.5::HTS,4.633229420332433,0.031796014554969644,Other Types,L-Arginine,nitric oxide precursor,"ARG2, ASL, ASS1, AZIN2, GPRC6A, NOS2, NOS3, SLC7A1, SLC7A3, SLC7A4"
Ovarian Epithelial Tumor,BRD-K76841105-001-04-7::2.5::HTS,6.439305119568377,0.011436197235423648,Ovarian Epithelial Tumor,tazarotene,retinoid receptor agonist,"RARA, RARB, RARG, RXRB"
Ovarian Epithelial Tumor,BRD-K77685957-300-09-1::2.5::HTS,3.944390780124506,0.0475274830474705,Other Types,dequalinium,PKC inhibitor,"KCNN1, KCNN3"
Ovarian Epithelial Tumor,BRD-K78342372-001-02-4::2.5::HTS,10.12879591234784,0.0015415529202915527,Ovarian Epithelial Tumor,hematoxylin,,
Ovarian Epithelial Tumor,BRD-K79259477-001-04-9::2.5::HTS,7.035454767619761,0.008217756430845508,Other Types,NVP-BHG712,ephrin inhibitor,EPHB4
Ovarian Epithelial Tumor,BRD-K80431395-001-07-3::2.49::HTS,4.037211947540006,0.04501570371170845,Other Types,triciribine,AKT inhibitor,"AKT1, AKT2, AKT3"
Ovarian Epithelial Tumor,BRD-K82143716-001-19-9::2.5::HTS,8.246253509020676,0.004241042882194834,Other Types,flucytosine,other antifungal,DNMT1
Ovarian Epithelial Tumor,BRD-K83022601-001-01-0::2.5::HTS,5.893985859157043,0.015511354759324521,Other Types,CI-844,,
Ovarian Epithelial Tumor,BRD-K83192048-050-02-7::2.5::HTS,5.237765902254426,0.02247857969192235,Other Types,dimethindene-(S)-(+),acetylcholine receptor antagonist,HRH1
Ovarian Epithelial Tumor,BRD-K83405785-001-01-5::2.5::HTS,4.484220659341159,0.034663011342119125,Other Types,pimavanserin,serotonin receptor inverse agonist,"DRD2, HTR2A"
Ovarian Epithelial Tumor,BRD-K83508485-001-02-7::2.5::HTS,4.785764281317327,0.02911917744893901,Other Types,FK-888,tachykinin antagonist,"TACR1, TACR2"
Ovarian Epithelial Tumor,BRD-K84794093-001-07-5::2.5::HTS,6.814686222719469,0.009292679375642529,Ovarian Epithelial Tumor,dideoxyadenosine,nucleoside reverse transcriptase inhibitor,
Ovarian Epithelial Tumor,BRD-K84996356-001-01-1::2.5::HTS,9.126486664849905,0.002637346569509083,Other Types,AZD3514,androgen receptor modulator,AR
Ovarian Epithelial Tumor,BRD-K85014146-001-02-5::2.5::HTS,4.494846170356157,0.03449911926556416,Other Types,AZD2461,PARP inhibitor,
Ovarian Epithelial Tumor,BRD-K86118762-001-01-8::2.5::HTS,4.325241067037468,0.03801964105041779,Ovarian Epithelial Tumor,linsitinib,IGF-1 inhibitor,"IGF1R, INSR, INSRR"
Ovarian Epithelial Tumor,BRD-K86892782-001-17-0::2.5::HTS,4.94348753794875,0.02659763903269874,Ovarian Epithelial Tumor,edoxudine,DNA directed DNA polymerase inhibitor,
Ovarian Epithelial Tumor,BRD-K87048468-003-02-7::2.5::HTS,4.643431023120377,0.03160366241804732,Ovarian Epithelial Tumor,RS-102221,serotonin receptor antagonist,"HTR2A, HTR2B, HTR2C"
Ovarian Epithelial Tumor,BRD-K87112191-001-04-5::2.5::HTS,5.882507270222649,0.015607108668992961,Other Types,PP242,mTOR inhibitor,"MTOR, PASK"
Ovarian Epithelial Tumor,BRD-K87774949-001-03-9::2.5::HTS,4.37457534595547,0.03692722896809224,Other Types,istradefylline,adenosine receptor antagonist,"ADORA1, ADORA2A, ADORA2B, ADORA3"
Ovarian Epithelial Tumor,BRD-K88219015-001-10-8::2.5::HTS,6.363585076267976,0.011931620996844711,Ovarian Epithelial Tumor,asaraldehyde,cyclooxygenase inhibitor,PTGS2
Ovarian Epithelial Tumor,BRD-K89055274-048-22-7::2.5::HTS,4.444250442728555,0.03547402325480433,Other Types,alverine,muscle relaxant,HTR1A
Ovarian Epithelial Tumor,BRD-K89104321-003-14-8::2.5::HTS,4.742086431974218,0.029852255989776047,Other Types,gaboxadol,benzodiazepine receptor agonist,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRD, GABRR1, GABRR2, GABRR3"
Ovarian Epithelial Tumor,BRD-K89391146-001-08-0::2.5::HTS,3.8837185240303587,0.049268681218626695,Other Types,RG108,DNA methyltransferase inhibitor,"DNMT1, DNMT3B"
Ovarian Epithelial Tumor,BRD-K89588135-001-01-9::2.5::HTS,5.973441974760265,0.014834832279072643,Other Types,tagatose,phosphorylase inhibitor,PYGL
Ovarian Epithelial Tumor,BRD-K89732114-300-14-7::2.5::HTS,4.65551104513122,0.031383168192309824,Ovarian Epithelial Tumor,trifluoperazine,dopamine receptor antagonist,"ADRA1A, CALM1, CALY, DRD2, DRD4, HRH1, HTR2A, HTR2C, S100A4, TNNC1"
Ovarian Epithelial Tumor,BRD-K90789829-001-07-8::2.5::HTS,5.51677035835271,0.019183528491658237,Other Types,nefazodone,"adrenergic inhibitor, norepinephrine reuptake inhibitor, serotonin receptor antagonist, serotonin reuptake inhibitor","ADRA1A, ADRA1B, ADRA2A, CYP3A4, HTR1A, HTR2A, HTR2C, SLC6A2, SLC6A3, SLC6A4"
Ovarian Epithelial Tumor,BRD-K92446736-003-02-2::2.5::HTS,6.156582152456926,0.01338637977338179,Ovarian Epithelial Tumor,zatebradine,HCN channel blocker,"HCN1, HCN2, HCN3, HCN4"
Ovarian Epithelial Tumor,BRD-K93568044-001-32-0::2.5::HTS,4.880939834922312,0.027564669293614362,Other Types,hydrocortisone,glucocorticoid receptor agonist,
Ovarian Epithelial Tumor,BRD-K94266545-001-24-1::2.5::HTS,4.3699419035923155,0.037030181842257925,Ovarian Epithelial Tumor,ronidazole,antiprotozoal agent,
Ovarian Epithelial Tumor,BRD-K94455792-001-01-8::2.5::HTS,7.551298859104216,0.00619066284639664,Other Types,ICG-001,beta-catenin inhibitor,CTNNB1
Ovarian Epithelial Tumor,BRD-K94485812-001-02-9::2.55::HTS,5.284754221694649,0.021902563201513195,Other Types,LDN-57444,ubiquitin C-terminal hydrolase inhibitor,
Ovarian Epithelial Tumor,BRD-K95523387-001-09-6::2.5::HTS,7.287015229381508,0.007155708247085925,Other Types,OLDA,TRPV agonist,GPR119
Ovarian Epithelial Tumor,BRD-K95837862-300-01-7::2.5::HTS,4.6317553213709,0.031812909899163765,Ovarian Epithelial Tumor,JDTic,opioid receptor antagonist,OPRK1
Ovarian Epithelial Tumor,BRD-K96029467-003-01-9::2.5::HTS,4.365464900859458,0.037127631481326175,Other Types,alagebrium,glycosylation inhibitor,
Ovarian Epithelial Tumor,BRD-K97464279-001-03-5::2.5::HTS,4.128327551407037,0.042645099299934035,Ovarian Epithelial Tumor,diaveridine,dihydrofolate reductase inhibitor,
Ovarian Epithelial Tumor,BRD-K98203492-003-04-1::2.5::HTS,4.547151039233065,0.033429136922091506,Other Types,GSK-J4,histone lysine demethylase inhibitor,"KDM6A, KDM6B"
Ovarian Epithelial Tumor,BRD-K98548675-001-05-9::2.5::HTS,5.416423099679103,0.02030245696702098,Other Types,parthenolide,NFkB pathway inhibitor,
Ovarian Epithelial Tumor,BRD-K99113996-001-02-0::2.5::HTS,8.647150855574543,0.0034105717143246817,Other Types,AZD2014,mTOR inhibitor,MTOR
Ovarian Epithelial Tumor,BRD-K99174507-003-02-0::2.5::HTS,8.240076413332174,0.004254133687009189,Other Types,cardiogenol-c,cardiomyogenesis inducer,
Ovarian Epithelial Tumor,BRD-K99964838-001-11-9::2.5::HTS,7.956800913602416,0.0049605620870816335,Other Types,bosutinib,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor, src inhibitor","ABL1, BCR, CAMK1D, CAMK2G, CDK2, FRK, FYN, HCK, LYN, MAP2K1, MAP2K2, MAP3K2, MAP4K5, SRC, STK10, STK24, STK4, TNK2, TXK"
Ovarian Epithelial Tumor,BRD-A00055058-001-01-0::2.325889319::MTS004,4.006925612831963,0.04581438568341654,Other Types,RS-0481,immunostimulant,
Ovarian Epithelial Tumor,BRD-K03765900-001-01-9::2.499986292::MTS004,4.068301241286101,0.04419140063797351,Other Types,XL-647,"EGFR inhibitor, VEGFR inhibitor","EGFR, EPHB4, ERBB2, FLT4, KDR"
Ovarian Epithelial Tumor,BRD-K06388517-001-01-2::2.5::MTS004,7.817250912233204,0.005359614740560425,Other Types,lofemizole,cyclooxygenase inhibitor,
Ovarian Epithelial Tumor,BRD-K06519765-001-01-1::2.5::MTS004,4.493086395159488,0.03448859646380928,Ovarian Epithelial Tumor,vinblastine,"microtubule inhibitor, tubulin polymerization inhibitor","JUN, TUBA1A, TUBB, TUBD1, TUBE1, TUBG1"
Ovarian Epithelial Tumor,BRD-K07682953-001-01-8::2.499993276::MTS004,7.049270804506059,0.00816425395974608,Ovarian Epithelial Tumor,palosuran,urotensin receptor antagonist,UTS2R
Ovarian Epithelial Tumor,BRD-K11443721-003-01-6::2.403980733::MTS004,5.094131629595656,0.024407235847560358,Ovarian Epithelial Tumor,NE-100,sigma receptor antagonist,SIGMAR1
Ovarian Epithelial Tumor,BRD-K12742203-003-01-7::2.512196931::MTS004,3.9001645335087094,0.04879220597668146,Other Types,moxaverine,phosphodiesterase inhibitor,
Ovarian Epithelial Tumor,BRD-K13533483-001-16-2::2.5::MTS004,6.688694459487694,0.0099641839373283,Ovarian Epithelial Tumor,cyclosporine,calcineurin inhibitor,"ABCB11, CAMLG, FPR1, PPIA, PPIF, PPP3R2, SLC10A1, SLCO1B1, SLCO1B3"
Ovarian Epithelial Tumor,BRD-K20468903-001-01-6::2.49996519::MTS004,6.448597844747099,0.011383856847232086,Ovarian Epithelial Tumor,BNC105,tubulin polymerization inhibitor,
Ovarian Epithelial Tumor,BRD-K22064724-001-01-8::2.499989634::MTS004,4.495134287223588,0.03444766539563102,Ovarian Epithelial Tumor,napabucasin,STAT inhibitor,STAT3
Ovarian Epithelial Tumor,BRD-K25029121-001-05-8::2.446932239::MTS004,4.163557052877612,0.04179026047682228,Ovarian Epithelial Tumor,triclocarban,other antibiotic,
Ovarian Epithelial Tumor,BRD-K27061362-001-01-6::2.499998598::MTS004,4.299973704114958,0.03858819935565988,Ovarian Epithelial Tumor,AMG-337,MET inhibitor,MET
Ovarian Epithelial Tumor,BRD-K27798832-001-01-5::2.350625651::MTS004,5.2301671515298125,0.022585886847603546,Ovarian Epithelial Tumor,cefetamet,bacterial cell wall synthesis inhibitor,
Ovarian Epithelial Tumor,BRD-K28061410-001-06-6::2.5::MTS004,4.381064211174407,0.0368071645288474,Ovarian Epithelial Tumor,beta-lapachone,topoisomerase inhibitor,TOP1
Ovarian Epithelial Tumor,BRD-K36636143-001-01-0::2.518926249::MTS004,7.082152423033077,0.008017722136237327,Ovarian Epithelial Tumor,nolatrexed,thymidylate synthase inhibitor,TYMS
Ovarian Epithelial Tumor,BRD-K37708699-001-01-4::2.530276706::MTS004,7.777479284581448,0.005477496129228598,Other Types,exisulind,phosphodiesterase inhibitor,PDE5A
Ovarian Epithelial Tumor,BRD-K42673188-001-01-1::2.363355746::MTS004,4.1974953328612,0.04096744063565038,Ovarian Epithelial Tumor,verubulin,tubulin polymerization inhibitor,TUBB
Ovarian Epithelial Tumor,BRD-K43230258-001-01-4::2.50004725::MTS004,3.8769609450008216,0.04946493660403725,Other Types,crisaborole,phosphodiesterase inhibitor,PDE4B
Ovarian Epithelial Tumor,BRD-K46843573-001-01-9::2.5::MTS004,4.354371649283073,0.03738341125772292,Other Types,zotarolimus,mTOR inhibitor,FKBP1A
Ovarian Epithelial Tumor,BRD-K54907283-001-01-2::2.4999956::MTS004,4.8980199515609915,0.027306410549542543,Ovarian Epithelial Tumor,AKBA,lipoxygenase inhibitor,ALOX5
Ovarian Epithelial Tumor,BRD-K58529924-001-01-5::2.648577938::MTS004,5.862105937280424,0.01579946380950939,Ovarian Epithelial Tumor,ONC201,"AKT inhibitor, MAP kinase inhibitor",TNFSF10
Ovarian Epithelial Tumor,BRD-K59391348-001-01-7::2.5::MTS004,5.261158142416018,0.02219036966108589,Other Types,lixivaptan,vasopressin receptor antagonist,AVPR2
Ovarian Epithelial Tumor,BRD-K59753975-001-02-6::2.5::MTS004,4.785674551503557,0.029126188294122037,Ovarian Epithelial Tumor,vindesine,tubulin polymerization inhibitor,"TUBB, TUBB1"
Ovarian Epithelial Tumor,BRD-K64120610-001-01-4::2.5::MTS004,4.037924797904191,0.04498645832666936,Ovarian Epithelial Tumor,vinflunine,microtubule inhibitor,
Ovarian Epithelial Tumor,BRD-K70262971-001-01-9::2.499966077::MTS004,5.416412351035128,0.02031774150086021,Ovarian Epithelial Tumor,AGN-194310,retinoid receptor antagonist,"RXRA, RXRB, RXRG"
Ovarian Epithelial Tumor,BRD-K83029223-001-01-3::2.500025378::MTS004,6.0794447051117935,0.013987330590203975,Ovarian Epithelial Tumor,litronesib,kinesin-like spindle protein inhibitor,KIF11
Ovarian Epithelial Tumor,BRD-K86864073-001-01-1::2.5::MTS004,4.521394676466106,0.03392813617418291,Ovarian Epithelial Tumor,chloroprocaine,sodium channel blocker,"ATP1A1, CHRNA10, GRIN3A, HTR3A, SCN10A, SLC6A3"
Ovarian Epithelial Tumor,BRD-K89085489-001-23-2::2.499967871::MTS004,3.914409583768745,0.048382494156768825,Other Types,fenretinide,"apoptosis stimulant, retinoid receptor agonist",RARA
Ovarian Epithelial Tumor,BRD-K98557884-001-01-6::2.5::MTS004,8.383099453229994,0.003940844446783169,Ovarian Epithelial Tumor,suritozole,GABA receptor inverse agonist,GABBR1
Colorectal Adenocarcinoma,BRD-A02743701-001-03-6::2.5::HTS,4.89894943231686,0.02727681281873456,Colorectal Adenocarcinoma,cilnidipine,calcium channel blocker,CACNA1B
Colorectal Adenocarcinoma,BRD-A04327189-003-03-3::2.5::HTS,7.100465219701875,0.007937286733203597,Colorectal Adenocarcinoma,synephrine,adrenergic receptor agonist,ADRA1A
Colorectal Adenocarcinoma,BRD-A06352418-001-25-9::2.5::HTS,5.157266436162396,0.023542916325766522,Other Types,terfenadine,histamine receptor antagonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, KCNH1, KCNH2"
Colorectal Adenocarcinoma,BRD-A06352508-001-03-7::2.5::HTS,12.69237243254063,0.00039855542403744663,Other Types,SB-218078,CHK inhibitor,CHEK1
Colorectal Adenocarcinoma,BRD-A06935312-001-04-3::2.5::HTS,4.238969297227926,0.039970556850610725,Colorectal Adenocarcinoma,fusidic-acid,bacterial 30S ribosomal subunit inhibitor,
Colorectal Adenocarcinoma,BRD-A08255417-001-14-7::2.5::HTS,4.327105450775065,0.0379657516201536,Colorectal Adenocarcinoma,famprofazone,cyclooxygenase inhibitor,
Colorectal Adenocarcinoma,BRD-A09062839-003-10-0::2.5::HTS,6.111521310174354,0.013726414798397117,Colorectal Adenocarcinoma,amyleine,local anesthetic,
Colorectal Adenocarcinoma,BRD-A10523515-001-07-9::2.5::HTS,8.622231900413716,0.0034580510241688876,Colorectal Adenocarcinoma,GSK429286A,rho associated kinase inhibitor,ROCK1
Colorectal Adenocarcinoma,BRD-A13084692-001-17-3::2.5::HTS,3.979677355733767,0.046542687326583336,Other Types,troglitazone,"insulin sensitizer, PPAR receptor agonist","ACSL4, ESRRA, ESRRG, PPARG, SERPINE1, SLC29A1, TRPM3"
Colorectal Adenocarcinoma,BRD-A14208071-004-19-8::2.5::HTS,5.4775461851594205,0.019614924566180976,Colorectal Adenocarcinoma,oxyphenonium,cholinergic receptor antagonist,CHRM1
Colorectal Adenocarcinoma,BRD-A15435692-003-02-3::2.5::HTS,4.199697615986929,0.040901592380569354,Other Types,BMY-14802,sigma receptor antagonist,HTR1A
Colorectal Adenocarcinoma,BRD-A17462676-003-11-6::2.5::HTS,5.539350613457646,0.01893814857812987,Colorectal Adenocarcinoma,bambuterol,adrenergic receptor agonist,"ADRB2, BCHE"
